Time|s,walCap.T|degC
1.91151e+07,21.443079
1.9116e+07,21.441858
1.91169e+07,21.440943
1.91178e+07,21.440088
1.91187e+07,21.439447
1.91196e+07,21.43905
1.91205e+07,21.438684
1.91214e+07,21.438623
1.91223e+07,21.438684
1.91232e+07,21.43899
1.91241e+07,21.439447
1.9125e+07,21.440027
1.91259e+07,21.44082
1.91268e+07,21.441675
1.91277e+07,21.442621
1.91286e+07,21.443659
1.91295e+07,21.444727
1.91304e+07,21.445917
1.91313e+07,21.447168
1.91322e+07,21.44848
1.91331e+07,21.449884
1.9134e+07,21.451319
1.91349e+07,21.452845
1.91358e+07,21.454401
1.91367e+07,21.455988
1.91376e+07,21.457605
1.91385e+07,21.459284
1.91394e+07,21.460993
1.91403e+07,21.462763
1.91412e+07,21.464563
1.91421e+07,21.466394
1.9143e+07,21.468256
1.91439e+07,21.470179
1.91448e+07,21.472132
1.91457e+07,21.474085
1.91466e+07,21.47613
1.91475e+07,21.477991
1.91484e+07,21.479853
1.91493e+07,21.481684
1.91502e+07,21.483118
1.91511e+07,21.484308
1.9152e+07,21.485315
1.91529e+07,21.486017
1.91538e+07,21.486658
1.91547e+07,21.487085
1.91556e+07,21.48739
1.91565e+07,21.487604
1.91574e+07,21.487726
1.91583e+07,21.487726
1.91592e+07,21.487635
1.91601e+07,21.487421
1.9161e+07,21.487116
1.91619e+07,21.48675
1.91628e+07,21.486261
1.91637e+07,21.485712
1.91646e+07,21.485285
1.91655e+07,21.484827
1.91664e+07,21.4844
1.91673e+07,21.484186
1.91682e+07,21.484064
1.91691e+07,21.483912
1.917e+07,21.48379
1.91709e+07,21.483637
1.91718e+07,21.483515
1.91727e+07,21.48327
1.91736e+07,21.482996
1.91745e+07,21.482569
1.91754e+07,21.48208
1.91763e+07,21.481531
1.91772e+07,21.48092
1.91781e+07,21.48028
1.9179e+07,21.479609
1.91799e+07,21.478937
1.91808e+07,21.478205
1.91817e+07,21.477411
1.91826e+07,21.476618
1.91835e+07,21.475763
1.91844e+07,21.474878
1.91853e+07,21.473932
1.91862e+07,21.472956
1.91871e+07,21.471949
1.9188e+07,21.470911
1.91889e+07,21.469843
1.91898e+07,21.468714
1.91907e+07,21.467554
1.91916e+07,21.466333
1.91925e+07,21.465113
1.91934e+07,21.46383
1.91943e+07,21.462488
1.91952e+07,21.461145
1.91961e+07,21.459742
1.9197e+07,21.458307
1.91979e+07,21.45669
1.91988e+07,21.455042
1.91997e+07,21.453363
1.92006e+07,21.451807
1.92015e+07,21.450403
1.92024e+07,21.448969
1.92033e+07,21.447779
1.92042e+07,21.446833
1.92051e+07,21.446161
1.9206e+07,21.445826
1.92069e+07,21.445642
1.92078e+07,21.445765
1.92087e+07,21.44607
1.92096e+07,21.446527
1.92105e+07,21.447168
1.92114e+07,21.447931
1.92123e+07,21.448725
1.92132e+07,21.44958
1.92141e+07,21.450556
1.9215e+07,21.451715
1.92159e+07,21.452997
1.92168e+07,21.45437
1.92177e+07,21.455835
1.92186e+07,21.457392
1.92195e+07,21.458857
1.92204e+07,21.46026
1.92213e+07,21.461512
1.92222e+07,21.462397
1.92231e+07,21.462854
1.9224e+07,21.463068
1.92249e+07,21.463434
1.92258e+07,21.464167
1.92267e+07,21.465204
1.92276e+07,21.466242
1.92285e+07,21.467188
1.92294e+07,21.467615
1.92303e+07,21.46795
1.92312e+07,21.468164
1.92321e+07,21.468409
1.9233e+07,21.468714
1.92339e+07,21.46911
1.92348e+07,21.469538
1.92357e+07,21.470148
1.92366e+07,21.47085
1.92375e+07,21.471582
1.92384e+07,21.472528
1.92393e+07,21.473475
1.92402e+07,21.474634
1.92411e+07,21.475763
1.9242e+07,21.476923
1.92429e+07,21.478113
1.92438e+07,21.47915
1.92447e+07,21.480127
1.92456e+07,21.48089
1.92465e+07,21.481531
1.92474e+07,21.48202
1.92483e+07,21.482386
1.92492e+07,21.48263
1.92501e+07,21.482721
1.9251e+07,21.48269
1.92519e+07,21.482477
1.92528e+07,21.482141
1.92537e+07,21.481684
1.92546e+07,21.481165
1.92555e+07,21.480555
1.92564e+07,21.479853
1.92573e+07,21.47909
1.92582e+07,21.478235
1.92591e+07,21.47729
1.926e+07,21.476313
1.92609e+07,21.475336
1.92618e+07,21.474268
1.92627e+07,21.4732
1.92636e+07,21.472162
1.92645e+07,21.471125
1.92654e+07,21.470118
1.92663e+07,21.46911
1.92672e+07,21.468103
1.92681e+07,21.467127
1.9269e+07,21.466059
1.92699e+07,21.4649
1.92708e+07,21.463709
1.92717e+07,21.462519
1.92726e+07,21.461329
1.92735e+07,21.460138
1.92744e+07,21.458918
1.92753e+07,21.457697
1.92762e+07,21.456476
1.92771e+07,21.455225
1.9278e+07,21.453882
1.92789e+07,21.45257
1.92798e+07,21.451166
1.92807e+07,21.44961
1.92816e+07,21.448084
1.92825e+07,21.446589
1.92834e+07,21.445215
1.92843e+07,21.443811
1.92852e+07,21.442347
1.92861e+07,21.44079
1.9287e+07,21.439234
1.92879e+07,21.437891
1.92888e+07,21.436579
1.92897e+07,21.435266
1.92906e+07,21.434351
1.92915e+07,21.43371
1.92924e+07,21.433344
1.92933e+07,21.43316
1.92942e+07,21.433222
1.92951e+07,21.433435
1.9296e+07,21.433863
1.92969e+07,21.434412
1.92978e+07,21.435175
1.92987e+07,21.435999
1.92996e+07,21.436945
1.93005e+07,21.437983
1.93014e+07,21.439112
1.93023e+07,21.440332
1.93032e+07,21.441645
1.93041e+07,21.443018
1.9305e+07,21.444483
1.93059e+07,21.446009
1.93068e+07,21.447626
1.93077e+07,21.449213
1.93086e+07,21.45077
1.93095e+07,21.452295
1.93104e+07,21.453821
1.93113e+07,21.45556
1.93122e+07,21.4573
1.93131e+07,21.459284
1.9314e+07,21.461206
1.93149e+07,21.462854
1.93158e+07,21.463861
1.93167e+07,21.46432
1.93176e+07,21.46441
1.93185e+07,21.46435
1.93194e+07,21.464136
1.93203e+07,21.463892
1.93212e+07,21.463678
1.93221e+07,21.463465
1.9323e+07,21.463282
1.93239e+07,21.463129
1.93248e+07,21.462946
1.93257e+07,21.462793
1.93266e+07,21.462366
1.93275e+07,21.461908
1.93284e+07,21.461481
1.93293e+07,21.461054
1.93302e+07,21.460627
1.93311e+07,21.4602
1.9332e+07,21.459772
1.93329e+07,21.459345
1.93338e+07,21.458887
1.93347e+07,21.45843
1.93356e+07,21.457972
1.93365e+07,21.457544
1.93374e+07,21.457026
1.93383e+07,21.456293
1.93392e+07,21.45556
1.93401e+07,21.454737
1.9341e+07,21.453882
1.93419e+07,21.453028
1.93428e+07,21.452051
1.93437e+07,21.451105
1.93446e+07,21.450098
1.93455e+07,21.44903
1.93464e+07,21.4479
1.93473e+07,21.44671
1.93482e+07,21.44546
1.93491e+07,21.444178
1.935e+07,21.442926
1.93509e+07,21.441645
1.93518e+07,21.440332
1.93527e+07,21.43902
1.93536e+07,21.437647
1.93545e+07,21.436335
1.93554e+07,21.434992
1.93563e+07,21.433619
1.93572e+07,21.432245
1.93581e+07,21.430841
1.9359e+07,21.429346
1.93599e+07,21.42779
1.93608e+07,21.426203
1.93617e+07,21.424585
1.93626e+07,21.423029
1.93635e+07,21.421442
1.93644e+07,21.419855
1.93653e+07,21.418268
1.93662e+07,21.41665
1.93671e+07,21.415003
1.9368e+07,21.413355
1.93689e+07,21.411707
1.93698e+07,21.410059
1.93707e+07,21.40838
1.93716e+07,21.406733
1.93725e+07,21.405085
1.93734e+07,21.403437
1.93743e+07,21.401789
1.93752e+07,21.400354
1.93761e+07,21.398981
1.9377e+07,21.397852
1.93779e+07,21.396845
1.93788e+07,21.396082
1.93797e+07,21.39538
1.93806e+07,21.394953
1.93815e+07,21.394678
1.93824e+07,21.394648
1.93833e+07,21.3948
1.93842e+07,21.395166
1.93851e+07,21.395594
1.9386e+07,21.396143
1.93869e+07,21.396845
1.93878e+07,21.397669
1.93887e+07,21.398554
1.93896e+07,21.39956
1.93905e+07,21.40066
1.93914e+07,21.40188
1.93923e+07,21.403223
1.93932e+07,21.404657
1.93941e+07,21.406183
1.9395e+07,21.40771
1.93959e+07,21.409266
1.93968e+07,21.410913
1.93977e+07,21.412622
1.93986e+07,21.414423
1.93995e+07,21.416285
1.94004e+07,21.418207
1.94013e+07,21.420008
1.94022e+07,21.421778
1.94031e+07,21.423487
1.9404e+07,21.425165
1.94049e+07,21.426813
1.94058e+07,21.428461
1.94067e+07,21.43014
1.94076e+07,21.431879
1.94085e+07,21.43371
1.94094e+07,21.43551
1.94103e+07,21.43728
1.94112e+07,21.438837
1.94121e+07,21.440393
1.9413e+07,21.44198
1.94139e+07,21.443354
1.94148e+07,21.444635
1.94157e+07,21.445917
1.94166e+07,21.447138
1.94175e+07,21.448328
1.94184e+07,21.449549
1.94193e+07,21.450403
1.94202e+07,21.450647
1.94211e+07,21.450342
1.9422e+07,21.449762
1.94229e+07,21.449213
1.94238e+07,21.448725
1.94247e+07,21.448267
1.94256e+07,21.44784
1.94265e+07,21.447443
1.94274e+07,21.447016
1.94283e+07,21.44665
1.94292e+07,21.446253
1.94301e+07,21.445978
1.9431e+07,21.445856
1.94319e+07,21.445765
1.94328e+07,21.445642
1.94337e+07,21.44555
1.94346e+07,21.44546
1.94355e+07,21.445337
1.94364e+07,21.445246
1.94373e+07,21.445154
1.94382e+07,21.445063
1.94391e+07,21.44494
1.944e+07,21.444849
1.94409e+07,21.444757
1.94418e+07,21.444666
1.94427e+07,21.444544
1.94436e+07,21.444452
1.94445e+07,21.44436
1.94454e+07,21.44427
1.94463e+07,21.444147
1.94472e+07,21.444056
1.94481e+07,21.443964
1.9449e+07,21.443872
